#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism Name Interactor A	Organism ID Interactor B	Organism Name Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
670202	4961527	328	1777030	106825	HHV8GK18_gp81	-	HHV8GK18_gp81	APEX1	-	APE|APE1|APEN|APEX|APX|HAP1|REF1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P27695	Q5TZP7	NP_542379|NP_001231178|NP_542380|NP_001632	-	-	-	-	-	-
670203	4961527	79058	1777030	122516	HHV8GK18_gp81	-	HHV8GK18_gp81	ASPSCR1	-	ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9BZE9	-	NP_001238817|NP_076988|NP_001317457	-	-	-	-	-	-
670204	4961527	8099	1777030	113770	HHV8GK18_gp81	-	HHV8GK18_gp81	CDK2AP1	-	DOC1|DORC1|ST19|doc-1|p12DOC-1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O14519	-	NP_004633|NP_001257363|NP_001257362	-	-	-	-	-	-
670205	4961527	23527	1777030	117073	HHV8GK18_gp81	-	HHV8GK18_gp81	ACAP2	-	CENTB2|CNT-B2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q15057	-	NP_036419	-	-	-	-	-	-
670206	4961527	9391	1777030	114791	HHV8GK18_gp81	-	HHV8GK18_gp81	CIAO1	-	CIA1|WDR39	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O76071	-	NP_004795	-	-	-	-	-	-
670207	4961527	1390	1777030	107780	HHV8GK18_gp81	RP11-324I22.1	HHV8GK18_gp81	CREM	-	CREM-2|ICER|hCREM-2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q03060	-	NP_877572|NP_877573|NP_877570|NP_877571|NP_874393|NP_874392|NP_874390|NP_898829|NP_898883|NP_001872|NP_874388|NP_874389|NP_898830|NP_898831|NP_874386|NP_874387|NP_001254492|NP_001254493|NP_001254491|NP_001254496|NP_001254497|NP_001254494|NP_001254495|NP_001254498|NP_001254499|NP_853549	-	-	-	-	-	-
670208	4961527	90459	1777030	124718	HHV8GK18_gp81	-	HHV8GK18_gp81	ERI1	-	3HEXO|HEXO|THEX1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q8IV48	A0A024R355	NP_699163	-	-	-	-	-	-
670209	4961527	2273	1777030	108564	HHV8GK18_gp81	RP11-535K18.1	HHV8GK18_gp81	FHL1	-	FHL-1|FHL1A|FHL1B|FLH1A|KYOT|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q13642	B7Z9A1	NP_001161291|NP_001153171|NP_001153173|NP_001153172|NP_001153175|NP_001153174|NP_001153176|NP_001317588|NP_001440	-	-	-	-	-	-
670210	4961527	2935	1777030	109190	HHV8GK18_gp81	-	HHV8GK18_gp81	GSPT1	-	551G9.2|ETF3A|GST1|eRF3a	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P15170	B2RCT6|Q7KZX8	NP_001123479|NP_001123478|NP_002085	-	-	-	-	-	-
670211	4961527	2976	1777030	109231	HHV8GK18_gp81	-	HHV8GK18_gp81	GTF3C2	-	TFIIIC-BETA|TFIIIC110	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q8WUA4	-	NP_001030598|NP_001512|NP_001305838	-	-	-	-	-	-
670212	4961527	126961	1777030	126025	HHV8GK18_gp81	-	HHV8GK18_gp81	HIST2H3C	-	H3|H3.2|H3/M|H3F2|H3FM|H3FN	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q71DI3	-	NP_066403	-	-	-	-	-	-
670213	4961527	8359	1777030	113955	HHV8GK18_gp81	-	HHV8GK18_gp81	HIST1H4A	-	H4FA	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P62805	B2R4R0	NP_003529	-	-	-	-	-	-
670214	4961527	29915	1777030	118959	HHV8GK18_gp81	-	HHV8GK18_gp81	HCFC2	-	HCF-2|HCF2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9Y5Z7	-	NP_037452	-	-	-	-	-	-
670215	4961527	3159	1777030	109402	HHV8GK18_gp81	RP11-513I15.2	HHV8GK18_gp81	HMGA1	-	HMG-R|HMGA1A|HMGIY	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P17096	Q5T6U8	NP_001306011|NP_001306009|NP_001306008|NP_001306007|NP_001306006|NP_002122|NP_665910|NP_001306010|NP_665912|NP_665906|NP_665908|NP_665909	-	-	-	-	-	-
670216	4961527	3190	1777030	109431	HHV8GK18_gp81	RP11-575L7.1	HHV8GK18_gp81	HNRNPK	-	CSBP|HNRPK|TUNP	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P61978	Q6IBN1|B4DUQ1	NP_002131|NP_112552|NP_112553|NP_001305116|NP_001305117|NP_001305115	-	-	-	-	-	-
670217	4961527	11100	1777030	116281	HHV8GK18_gp81	-	HHV8GK18_gp81	HNRNPUL1	-	E1B-AP5|E1BAP5|HNRPUL1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9BUJ2	B7Z4B8|A0A024R0J9	NP_001308137|NP_008971|NP_001287945|NP_001308140|NP_653333	-	-	-	-	-	-
670218	4961527	3397	1777030	109623	HHV8GK18_gp81	-	HHV8GK18_gp81	ID1	-	ID|bHLHb24	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P41134	-	NP_851998|NP_002156	-	-	-	-	-	-
670219	4961527	27190	1777030	118065	HHV8GK18_gp81	UNQ516/PRO1031	HHV8GK18_gp81	IL17B	-	IL-17B|IL-20|NIRF|ZCYTO7	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9UHF5	-	NP_055258	-	-	-	-	-	-
670220	4961527	3664	1777030	109872	HHV8GK18_gp81	-	HHV8GK18_gp81	IRF6	-	LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O14896	G0Z349	NP_001193625|NP_006138	-	-	-	-	-	-
670221	4961527	10524	1777030	115779	HHV8GK18_gp81	-	HHV8GK18_gp81	KAT5	-	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-
670222	4961527	253461	1777030	128969	HHV8GK18_gp81	-	HHV8GK18_gp81	ZBTB38	-	CIBZ|PPP1R171|ZNF921	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q8NAP3	Q9H6F0	NP_001073881	-	-	-	-	-	-
670223	4961527	4899	1777030	110955	HHV8GK18_gp81	-	HHV8GK18_gp81	NRF1	-	ALPHA-PAL	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q16656	A0A024R774|A0A024R770	NP_001280093|NP_001280092|NP_001035199|NP_005002	-	-	-	-	-	-
670224	4961527	11051	1777030	116237	HHV8GK18_gp81	-	HHV8GK18_gp81	NUDT21	-	CFIM25|CPSF5	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O43809	A0A024R6W2	NP_008937	-	-	-	-	-	-
670225	4961527	56000	1777030	121025	HHV8GK18_gp81	LL0XNC01-221F2.3	HHV8GK18_gp81	NXF3	-	-	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9H4D5	-	NP_071335	-	-	-	-	-	-
670226	4961527	167826	1777030	127951	HHV8GK18_gp81	RP3-372K1.2	HHV8GK18_gp81	OLIG3	-	Bhlhb7|bHLHe20	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q7RTU3	-	NP_786923	-	-	-	-	-	-
670227	4961527	5094	1777030	111127	HHV8GK18_gp81	-	HHV8GK18_gp81	PCBP2	-	HNRNPE2|HNRPE2|hnRNP-E2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q15366	-	NP_001122383|NP_001122386|NP_001122384|NP_001122385|NP_001092090|NP_005007|NP_114366	-	-	-	-	-	-
670228	4961527	5423	1777030	111419	HHV8GK18_gp81	-	HHV8GK18_gp81	POLB	-	-	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P06746	B7Z1W5	NP_002681	-	-	-	-	-	-
670229	4961527	5529	1777030	111521	HHV8GK18_gp81	-	HHV8GK18_gp81	PPP2R5E	-	-	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q16537	B7Z7C0|Q59EK0|B7Z5X1	NP_001269108|NP_001269109|NP_001269111|NP_001269110|NP_006237	-	-	-	-	-	-
670230	4961527	5536	1777030	111528	HHV8GK18_gp81	-	HHV8GK18_gp81	PPP5C	-	PP5|PPP5|PPT	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P53041	A0A024R0Q7	NP_006238|NP_001191213	-	-	-	-	-	-
670231	4961527	90780	1777030	124760	HHV8GK18_gp81	PP7910	HHV8GK18_gp81	PYGO2	-	1190004M21Rik	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9BRQ0	Q5T170	NP_612157	-	-	-	-	-	-
670232	4961527	5889	1777030	111826	HHV8GK18_gp81	-	HHV8GK18_gp81	RAD51C	-	BROVCA3|FANCO|R51H3|RAD51L2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O43502	-	NP_478123|NP_002867	-	-	-	-	-	-
670233	4961527	5892	1777030	111829	HHV8GK18_gp81	-	HHV8GK18_gp81	RAD51D	-	BROVCA4|R51H3|RAD51L3|TRAD	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O75771	-	NP_598332|NP_002869|NP_001136043	-	-	-	-	-	-
670234	4961527	3516	1777030	109736	HHV8GK18_gp81	-	HHV8GK18_gp81	RBPJ	-	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|csl	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q06330	-	NP_005340|NP_976028|NP_976029|NP_056958	-	-	-	-	-	-
670235	4961527	51308	1777030	119459	HHV8GK18_gp81	-	HHV8GK18_gp81	REEP2	-	C5orf19|SGC32445|SPG72	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9BRK0	A8K3D2	NP_001258732|NP_057690	-	-	-	-	-	-
670236	4961527	7905	1777030	113637	HHV8GK18_gp81	-	HHV8GK18_gp81	REEP5	-	C5orf18|D5S346|DP1|TB2|YOP1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q00765	-	NP_005660	-	-	-	-	-	-
670237	4961527	10636	1777030	115880	HHV8GK18_gp81	-	HHV8GK18_gp81	RGS14	-	-	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	O43566	A0A024R7N4	NP_006471	-	-	-	-	-	-
670238	4961527	51132	1777030	119319	HHV8GK18_gp81	CTD-2530H13.3	HHV8GK18_gp81	RLIM	-	NY-REN-43|RNF12	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q9NVW2	-	NP_899196|NP_057204	-	-	-	-	-	-
670239	4961527	6117	1777030	112037	HHV8GK18_gp81	-	HHV8GK18_gp81	RPA1	-	HSSB|MST075|REPA1|RF-A|RP-A|RPA70	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P27694	-	NP_002936	-	-	-	-	-	-
670240	4961527	6118	1777030	112038	HHV8GK18_gp81	RP4-547C9.3	HHV8GK18_gp81	RPA2	-	REPA2|RP-A p32|RP-A p34|RPA32	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P15927	B4DUL2	NP_002937|NP_001284487|NP_001273005	-	-	-	-	-	-
670241	4961527	26135	1777030	117571	HHV8GK18_gp81	CGI-55	HHV8GK18_gp81	SERBP1	-	CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q8NC51	Q5VU21|Q63HR1	NP_001018077|NP_056455|NP_001018078|NP_001018079	-	-	-	-	-	-
670242	4961527	9295	1777030	114709	HHV8GK18_gp81	RP4-677H15.3	HHV8GK18_gp81	SRSF11	-	NET2|SFRS11|dJ677H15.2|p54	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q05519	-	NP_004759|NP_001177916	-	-	-	-	-	-
670243	4961527	6601	1777030	112485	HHV8GK18_gp81	-	HHV8GK18_gp81	SMARCC2	-	BAF170|CRACC2|Rsc8	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q8TAQ2	F8VXC8|A0A024RB22	NP_001317217|NP_001123892|NP_003066|NP_620706	-	-	-	-	-	-
670244	4961527	27044	1777030	117974	HHV8GK18_gp81	-	HHV8GK18_gp81	SND1	-	TDRD11|p100	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q7KZF4	-	NP_055205	-	-	-	-	-	-
670245	4961527	6625	1777030	112509	HHV8GK18_gp81	-	HHV8GK18_gp81	SNRNP70	-	RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P08621	A0A024QZD5|Q9UFS1	NP_003080|NP_001287998	-	-	-	-	-	-
670246	4961527	7341	1777030	113188	HHV8GK18_gp81	OK/SW-cl.43	HHV8GK18_gp81	SUMO1	-	DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P63165	A0A024R3Z2	NP_001005782|NP_001005781|NP_003343	-	-	-	-	-	-
670247	4961527	158931	1777030	127722	HHV8GK18_gp81	GHc-351F8.2	HHV8GK18_gp81	TCEAL6	-	Tceal3|WEX2	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	-	A0A024RCH0	NP_001006939	-	-	-	-	-	-
670248	4961527	7013	1777030	112872	HHV8GK18_gp81	-	HHV8GK18_gp81	TERF1	-	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	P54274	-	NP_003209|NP_059523	-	-	-	-	-	-
670249	4961527	7022	1777030	112880	HHV8GK18_gp81	RP4-539E24.1	HHV8GK18_gp81	TFAP2C	-	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	Far Western	physical	Shamay M (2012)	PUBMED:22379092	37296	Human Herpesvirus 8	9606	Homo sapiens	High Throughput	-	-	figure 1, table 1. screen on a 4191-human protein array.	-	BIOGRID	Q9QR71	-	YP_001129431	Q92754	-	NP_003213	-	-	-	-	-	-
