#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism Name Interactor A	Organism ID Interactor B	Organism Name Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
1515078	1489078	7157	4263557	113010	HpV16gp1	-	E6	TP53	-	BCC7|LFS1|P53|TRP53	Co-crystal Structure	physical	Martinez-Zapien D (2016)	PUBMED:26789255	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	Here we solve the crystal structure of a ternary complex comprising human papilloma virus type 16 (HPV-16) E6, the LxxLL motif of E6AP and the core domain of p53	-	BIOGRID	P03126	Q547J2	NP_041325	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-
1515079	1489078	7337	4263557	113185	HpV16gp1	-	E6	UBE3A	-	ANCR|AS|E6-AP|EPVE6AP|HPVE6A	Affinity Capture-Western	physical	Martinez-Zapien D (2016)	PUBMED:26789255	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q05086	Q9H2G0|Q9BUI6	NP_000453|NP_570854|NP_570853	-	-	-	-	-	-
1520792	1387	1489078	107777	4263557	-	HpV16gp1	CREBBP	E6	CBP|KAT3A|RSTS	-	Reconstituted Complex	physical	Patel D (1999)	PUBMED:10487758	9606	Homo sapiens	333760	Human papillomavirus (16)	Low Throughput	-	-	-	-	BIOGRID	Q92793	-	NP_001073315|NP_004371	P03126	Q547J2	NP_041325	-	-	-	-	-	-
1520793	2033	1489078	108347	4263557	RP1-85F18.1	HpV16gp1	EP300	E6	KAT3B|RSTS2|p300	-	Reconstituted Complex	physical	Patel D (1999)	PUBMED:10487758	9606	Homo sapiens	333760	Human papillomavirus (16)	Low Throughput	-	-	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001420	P03126	Q547J2	NP_041325	-	-	-	-	-	-
1520794	1489078	1387	4263557	107777	HpV16gp1	-	E6	CREBBP	-	CBP|KAT3A|RSTS	Reconstituted Complex	physical	Patel D (1999)	PUBMED:10487758	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-
1520795	1489078	2033	4263557	108347	HpV16gp1	RP1-85F18.1	E6	EP300	-	KAT3B|RSTS2|p300	Reconstituted Complex	physical	Patel D (1999)	PUBMED:10487758	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q09472	Q7Z6C1	NP_001420	-	-	-	-	-	-
1520796	1489078	1387	4263557	107777	HpV16gp1	-	E6	CREBBP	-	CBP|KAT3A|RSTS	Affinity Capture-Western	physical	Patel D (1999)	PUBMED:10487758	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-
1520797	1489078	2033	4263557	108347	HpV16gp1	RP1-85F18.1	E6	EP300	-	KAT3B|RSTS2|p300	Affinity Capture-Western	physical	Patel D (1999)	PUBMED:10487758	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q09472	Q7Z6C1	NP_001420	-	-	-	-	-	-
1521184	1489078	7337	4263557	113185	HpV16gp1	-	E6	UBE3A	-	ANCR|AS|E6-AP|EPVE6AP|HPVE6A	Reconstituted Complex	physical	Rietz A (2016)	PUBMED:26915086	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q05086	Q9H2G0|Q9BUI6	NP_000453|NP_570854|NP_570853	-	-	-	-	-	-
1527706	1489079	8850	4263558	114375	HpV16gp2	-	E7	KAT2B	-	CAF|P/CAF|PCAF	Reconstituted Complex	physical	Huang SM (2002)	PUBMED:12163591	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	Q92831	-	NP_003875	-	-	-	-	-	-
1527707	1489079	8850	4263558	114375	HpV16gp2	-	E7	KAT2B	-	CAF|P/CAF|PCAF	Affinity Capture-Western	physical	Huang SM (2002)	PUBMED:12163591	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	Q92831	-	NP_003875	-	-	-	-	-	-
2379315	1489080	10193	4263559	115488	HpV16gp4	SBBI03	E2	RNF41	-	FLRF|NRDP1	Affinity Capture-Western	physical	Paolini F (2016)	PUBMED:26963794	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03120	Q549Q0	NP_041328	Q9H4P4	A0A024RB33	NP_919340|NP_001229755|NP_919339|NP_005776	-	-	-	-	-	-
2379316	10193	1489080	115488	4263559	SBBI03	HpV16gp4	RNF41	E2	FLRF|NRDP1	-	Affinity Capture-Western	physical	Paolini F (2016)	PUBMED:26963794	9606	Homo sapiens	333760	Human papillomavirus (16)	Low Throughput	-	-	-	-	BIOGRID	Q9H4P4	A0A024RB33	NP_919340|NP_001229755|NP_919339|NP_005776	P03120	Q549Q0	NP_041328	-	-	-	-	-	-
2387490	1489079	5925	4263558	111860	HpV16gp2	RP11-174I10.1	E7	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Chen TT (2000)	PUBMED:10891495	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	P06400	A0A024RDV3	NP_000312	-	-	-	-	-	-
2387496	1489079	5925	4263558	111860	HpV16gp2	RP11-174I10.1	E7	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Chen TT (2000)	PUBMED:10891495	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	P06400	A0A024RDV3	NP_000312	-	-	-	-	-	-
2387497	5925	1489079	111860	4263558	RP11-174I10.1	HpV16gp2	RB1	E7	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	-	Affinity Capture-Western	physical	Chen TT (2000)	PUBMED:10891495	9606	Homo sapiens	333760	Human papillomavirus (16)	Low Throughput	-	-	-	-	BIOGRID	P06400	A0A024RDV3	NP_000312	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	-	-	-	-	-	-
2449112	1489079	8453	4263558	114031	HpV16gp2	RP11-297A16.3	E7	CUL2	-	-	Affinity Capture-Western	physical	Xu J (2016)	PUBMED:27153550	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03129	Q778I3|Q778H9|Q778I0|Q778I1|Q778G6|Q547B8|Q778G8|Q77AI1|Q77GV7|Q778H1|Q778H2|Q778G9|Q778I5|Q778G4|Q778H7	NP_041326	Q13617	-	NP_001311304|NP_001311305|NP_001185708|NP_001185707|NP_001185706|NP_003582	-	-	-	-	-	-
2484167	1489078	1741	4263557	108085	HpV16gp1	RP11-291O7.3	E6	DLG3	-	MRX|MRX90|NEDLG|PPP1R82|SAP102|XLMR	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q92796	Q59FY1	NP_001159750|NP_066943|NP_065781	-	-	-	-	-	-
2484654	1489078	7337	4263557	113185	HpV16gp1	-	E6	UBE3A	-	ANCR|AS|E6-AP|EPVE6AP|HPVE6A	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q05086	Q9H2G0|Q9BUI6	NP_000453|NP_570854|NP_570853	-	-	-	-	-	-
2484655	1489078	3661	4263557	109869	HpV16gp1	-	E6	IRF3	-	-	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q14653	E2GIM7|E2GIM8|E2GIM5|E2GIM9|M0QYT9|E2GIM6	NP_001562|NP_001184056|NP_001184057|NP_001184054|NP_001184055|NP_001184052|NP_001184053|NP_001184051	-	-	-	-	-	-
2484656	1489078	9223	4263557	114655	HpV16gp1	RP11-88H12.2	E6	MAGI1	-	AIP-3|AIP3|BAIAP1|BAP-1|BAP1|MAGI-1|Magi1d|TNRC19|WWP3	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q96QZ7	-	NP_056335|NP_001028229|NP_004733	-	-	-	-	-	-
2484657	1489078	23513	4263557	117060	HpV16gp1	-	E6	SCRIB	-	CRIB1|SCRB1|SCRIB1|Vartul	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q14160	A0PJK8	NP_874365|NP_056171	-	-	-	-	-	-
2484658	1489078	10474	4263557	115737	HpV16gp1	-	E6	TADA3	-	ADA3|NGG1|STAF54|TADA3L|hADA3	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	O75528	A0A024R2D7|A8K899	NP_597814|NP_006345|NP_001265199	-	-	-	-	-	-
2484664	1489078	10758	4263557	115979	HpV16gp1	RP3-487J7.3	E6	TRAF3IP2	-	ACT1|C6orf2|C6orf4|C6orf5|C6orf6|CANDF8|CIKS|PSORS13	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	O43734	-	NP_001157755|NP_001157753|NP_679211	-	-	-	-	-	-
2484665	1489078	7965	4263557	113684	HpV16gp1	PRO0992	E6	AIMP2	-	JTV-1|JTV1|P38	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q13155	A0A024QZY1|A8MU58	NP_001313539|NP_001313538|NP_001313536|NP_001313535|NP_001313540|NP_006294	-	-	-	-	-	-
2484666	1489078	23024	4263557	116664	HpV16gp1	-	E6	PDZRN3	-	LNX3|SEMACAP3|SEMCAP3	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9UPQ7	E7ENB6|B7ZAG0	NP_001290070|NP_055824|NP_001290071|NP_001290069|NP_001290068	-	-	-	-	-	-
2484667	1489078	8737	4263557	114274	HpV16gp1	-	E6	RIPK1	-	RIP|RIP1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q13546	A0A024QZU0	NP_003795|NP_001303990	-	-	-	-	-	-
2484668	1489078	7314	4263557	113162	HpV16gp1	-	E6	UBB	-	-	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	P0CG47	Q5U5U6	NP_061828|NP_001268648|NP_001268649|NP_001268645|NP_001268646|NP_001268647	-	-	-	-	-	-
2484669	1489078	7189	4263557	113041	HpV16gp1	-	E6	TRAF6	-	MGC:3310|RNF85	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9Y4K3	-	NP_004611|NP_665802	-	-	-	-	-	-
2484670	1489078	112939	4263557	125217	HpV16gp1	-	E6	NACC1	-	BEND8|BTBD14B|BTBD30|NAC-1|NAC1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q96RE7	A0A024R7E0	NP_443108	-	-	-	-	-	-
2484671	1489078	151230	4263557	127354	HpV16gp1	-	E6	KLHL23	-	DITHP	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q8NBE8	-	NP_653312	-	-	-	-	-	-
2484672	1489078	79754	4263557	122865	HpV16gp1	-	E6	ASB13	-	-	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q8WXK3	-	NP_078977	-	-	-	-	-	-
2484673	1489078	9958	4263557	115283	HpV16gp1	-	E6	USP15	-	UNPH-2|UNPH4	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9Y4E8	-	NP_001239008|NP_006304|NP_001239007	-	-	-	-	-	-
2484674	1489078	23295	4263557	116890	HpV16gp1	-	E6	MGRN1	-	RNF156	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	O60291	-	NP_056061|NP_001135761|NP_001135762|NP_001135763	-	-	-	-	-	-
2484675	1489078	64410	4263557	122162	HpV16gp1	-	E6	KLHL25	-	ENC-2|ENC2	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9H0H3	-	NP_071925	-	-	-	-	-	-
2484676	1489078	1642	4263557	108009	HpV16gp1	-	E6	DDB1	-	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q16531	-	NP_001914	-	-	-	-	-	-
2484677	1489078	51433	4263557	119537	HpV16gp1	-	E6	ANAPC5	-	APC5	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9UJX4	B4DFK4|F5H0F9	NP_001317418|NP_057321|NP_001131031	-	-	-	-	-	-
2484678	1489078	4331	4263557	110474	HpV16gp1	-	E6	MNAT1	-	CAP35|MAT1|RNF66|TFB3	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	P51948	A0A024R669|A0A024R688	NP_001171434|NP_002422	-	-	-	-	-	-
2484679	1489078	55295	4263557	120582	HpV16gp1	-	E6	KLHL26	-	-	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q53HC5	A0A024R7N5	NP_060786|NP_001332910|NP_001332911|NP_001332912|NP_001332913	-	-	-	-	-	-
2484680	1489078	4194	4263557	110359	HpV16gp1	RP11-430C7.1	E6	MDM4	-	HDMX|MDMX|MRP1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	-	-	-	-	-	-
2484681	1489078	142684	4263557	126773	HpV16gp1	LL0XNC01-250H12.1	E6	RAB40A	-	RAR2|RAR2A	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q8WXH6	-	NP_543155	-	-	-	-	-	-
2484682	1489078	10422	4263557	115691	HpV16gp1	RP11-432J22.3	E6	UBAC1	-	GBDR1|UBADC1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9BSL1	-	NP_057256	-	-	-	-	-	-
2484683	1489078	9148	4263557	114595	HpV16gp1	-	E6	NEURL1	-	NEUR1|NEURL|RNF67|bA416N2.1|neu|neu-1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	O76050	B4DS86	NP_004201	-	-	-	-	-	-
2484684	1489078	90678	4263557	124754	HpV16gp1	UNQ6496/PRO21356	E6	LRSAM1	-	CMT2P|RIFLE|TAL	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q6UWE0	A0A024R870	NP_001177652|NP_001005374|NP_001005373|NP_612370	-	-	-	-	-	-
2484685	1489078	255877	4263557	129125	HpV16gp1	-	E6	BCL6B	-	BAZF|ZBTB28|ZNF62	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q8N143	A8KA13	NP_862827	-	-	-	-	-	-
2484686	1489078	8697	4263557	114242	HpV16gp1	-	E6	CDC23	-	ANAPC8|APC8|CUT23	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9UJX2	-	NP_004652	-	-	-	-	-	-
2484687	1489078	8887	4263557	114405	HpV16gp1	PRO0105	E6	TAX1BP1	-	CALCOCO3|T6BP|TXBP151	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput|Low Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q86VP1	A4D196|B4DSG5	NP_001193830|NP_006015|NP_001073333|NP_001193831	-	-	-	-	-	-
2484688	1489078	197370	4263557	128255	HpV16gp1	HSPC333	E6	NSMCE1	-	NSE1	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q8WV22	-	NP_659547	-	-	-	-	-	-
2484689	1489078	51130	4263557	119317	HpV16gp1	-	E6	ASB3	-	ASB-3	PCA	physical	Poirson J (2017)	PUBMED:28786561	333760	Human papillomavirus (16)	9606	Homo sapiens	High Throughput	-	-	-	-	BIOGRID	P03126	Q547J2	NP_041325	Q9Y575	-	NP_001188894|NP_057199|NP_665862	-	-	-	-	-	-
