#BioGRIDInteractionID	EntrezGeneID_InteractorA	EntrezGeneID_InteractorB	BioGRIDID_InteractorA	BioGRIDID_InteractorB	SystematicName_InteractorA	SystematicName_InteractorB	OfficialSymbol_InteractorA	OfficialSymbol_InteractorB	Synonyms_InteractorA	Synonyms_InteractorB	ExperimentalSystem	ExperimentalSystemType	Author	PublicationSource	OrganismID_InteractorA	OrganismName_InteractorA	OrganismID_InteractorB	OrganismName_InteractorB	Throughput	Score	Modification	Qualifications	Tags	SourceDatabase	SWISSPROTAccessions_InteractorA	TREMBLAccessions_InteractorA	REFSEQAccessions_InteractorA	SWISSPROTAccessions_InteractorB	TREMBLAccessions_InteractorB	REFSEQAccessions_InteractorB	OntologyTermIDs	OntologyTermNames	OntologyTermCategories	OntologyTermQualifierIDs	OntologyTermQualifierNames	OntologyTermTypes
644176	3077449	60681	1678002	121955	HHV5wtgp032	PSEC0056	UL27	FKBP10	-	FKBP65|OI11|OI6|PPIASE|hFKBP65	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q96AY3	Q658U4|A0A024R1W3|Q8NAG5	NP_068758	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644177	3077449	5684	1678002	111657	HHV5wtgp032	-	UL27	PSMA3	-	HC8|PSC3	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P25788	-	NP_687033|NP_002779	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644178	3077449	8607	1678002	114166	HHV5wtgp032	-	UL27	RUVBL1	-	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q9Y265	-	NP_003698|NP_001306013|NP_001306015	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644179	3077449	11051	1678002	116237	HHV5wtgp032	-	UL27	NUDT21	-	CFIM25|CPSF5	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	O43809	A0A024R6W2	NP_008937	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644180	3077449	79188	1678002	122601	HHV5wtgp032	UNQ2564/PRO6244	UL27	TMEM43	-	ARVC5|ARVD5|EDMD7|LUMA	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q9BTV4	A0A024R2F9	NP_077310	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644181	3077449	5861	1678002	111799	HHV5wtgp032	-	UL27	RAB1A	-	RAB1|YPT1	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644182	3077449	9601	1678002	114966	HHV5wtgp032	-	UL27	PDIA4	-	ERP70|ERP72|ERp-72	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P13667	-	NP_004902	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644183	3077449	5694	1678002	111667	HHV5wtgp032	-	UL27	PSMB6	-	DELTA|LMPY|Y	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P28072	A0A087X2I4|Q6IAT9	NP_002789|NP_001257410	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644184	3077449	86	1678002	106601	HHV5wtgp032	-	UL27	ACTL6A	-	ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	O96019	-	NP_829888|NP_817126|NP_004292	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644185	3077449	1642	1678002	108009	HHV5wtgp032	-	UL27	DDB1	-	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q16531	-	NP_001914	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644186	3077449	80232	1678002	123195	HHV5wtgp032	PRO0852	UL27	WDR26	-	CDW2|GID7|MIP2	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q9H7D7	-	NP_001108585|NP_079436	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644187	3077449	5692	1678002	111665	HHV5wtgp032	-	UL27	PSMB4	-	HN3|HsN3|PROS-26|PROS26	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P28070	-	NP_002787	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644188	3077449	5708	1678002	111681	HHV5wtgp032	-	UL27	PSMD2	-	P97|RPN1|S2|TRAP2	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	Q13200	-	NP_001265637|NP_001265638|NP_002799	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644189	3077449	5706	1678002	111679	HHV5wtgp032	-	UL27	PSMC6	-	CADP44|HEL-S-73|P44|SUG2|p42	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P62333	A0A087X2I1	NP_002797	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644190	3077449	5709	1678002	111682	HHV5wtgp032	-	UL27	PSMD3	-	P58|RPN3|S3|TSTA2	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	O43242	-	NP_002800	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644191	3077449	6774	1678002	112651	HHV5wtgp032	-	UL27	STAT3	-	ADMIO|APRF|HIES	Affinity Capture-MS	physical	Reitsma JM (2011)	PUBMED:21320693	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SWA4	F5HIB9	YP_081486	P40763	-	NP_998827|NP_003141|NP_644805	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644192	10524	3077449	115779	1678002	-	HHV5wtgp032	KAT5	UL27	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	-	Affinity Capture-Western	physical	Reitsma JM (2011)	PUBMED:21320693	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	Q6SWA4	F5HIB9	YP_081486	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644193	8295	3077449	113900	1678002	-	HHV5wtgp032	TRRAP	UL27	PAF350/400|PAF400|STAF40|TR-AP|Tra1	-	Affinity Capture-Western	physical	Reitsma JM (2011)	PUBMED:21320693	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q9Y4A5	-	NP_003487|NP_001231509	Q6SWA4	F5HIB9	YP_081486	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
644194	10197	3077449	115492	1678002	-	HHV5wtgp032	PSME3	UL27	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	-	Affinity Capture-Western	physical	Reitsma JM (2011)	PUBMED:21320693	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	Q6SWA4	F5HIB9	YP_081486	BTO:0002245	foreskin fibroblast cell line	cell line	UBERON:0007221	neonate stage	-
656118	3077532	6892	1678085	112755	HHV5wtgp136	DADB-159G18.7	US3	TAPBP	-	NGS17|TAPA|TPN|TPSN	Affinity Capture-Western	physical	Park B (2006)	PUBMED:17055437	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HEU0	Q910T7	YP_081590	O15533	A0A024RCT1	NP_003181|NP_757346|NP_757345	-	-	-	-	-	-
656119	3077532	64714	1678085	122240	HHV5wtgp136	LA16c-314G4.2	US3	PDIA2	-	PDA2|PDI|PDIP|PDIR	Affinity Capture-Western	physical	Park B (2006)	PUBMED:17055437	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HEU0	Q910T7	YP_081590	Q13087	-	NP_006840	-	-	-	-	-	-
668881	3077539	6598	1678092	112482	HHV5wtgp100	-	UL114	SMARCB1	-	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	Two-hybrid	physical	Ranneberg-Nilsen T (2012)	PUBMED:22479537	10359	Human Herpesvirus 5	9606	Homo sapiens	High Throughput|Low Throughput	-	-	figure 1.|figure 1C.	-	BIOGRID	F5HI85|P16769	A8T7J5|B9VXR4	YP_081554	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	-	-	-	-	-	-
668882	3077539	6598	1678092	112482	HHV5wtgp100	-	UL114	SMARCB1	-	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	Reconstituted Complex	physical	Ranneberg-Nilsen T (2012)	PUBMED:22479537	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 2A.	-	BIOGRID	F5HI85|P16769	A8T7J5|B9VXR4	YP_081554	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	-	-	-	-	-	-
668883	6598	3077539	112482	1678092	-	HHV5wtgp100	SMARCB1	UL114	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	-	Reconstituted Complex	physical	Ranneberg-Nilsen T (2012)	PUBMED:22479537	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	figure 2A.|figure 2B.	-	BIOGRID	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	F5HI85|P16769	A8T7J5|B9VXR4	YP_081554	-	-	-	-	-	-
668884	6598	3077460	112482	1678013	-	HHV5wtgp048	SMARCB1	UL44	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	-	Affinity Capture-Western	physical	Ranneberg-Nilsen T (2012)	PUBMED:22479537	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	figure 5A.	-	BIOGRID	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	F5HC97	A9YU18	YP_081502	-	-	-	-	-	-
668885	6598	3077460	112482	1678013	-	HHV5wtgp048	SMARCB1	UL44	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	-	Reconstituted Complex	physical	Ranneberg-Nilsen T (2012)	PUBMED:22479537	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	figure 5B.	-	BIOGRID	Q12824	Q9H836	NP_001304875|NP_001007469|NP_003064	F5HC97	A9YU18	YP_081502	-	-	-	-	-	-
683386	3077448	996	1678001	107431	HHV5wtgp026	-	UL21A	CDC27	-	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	Affinity Capture-MS	physical	Fehr AR (2012)	PUBMED:22792066	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 1A.	-	BIOGRID	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	P30260	G5EA36|B4DL80	NP_001280018|NP_001107563|NP_001247|NP_001280020	-	-	-	-	-	-
683387	3077448	51434	1678001	119538	HHV5wtgp026	-	UL21A	ANAPC7	-	APC7	Affinity Capture-MS	physical	Fehr AR (2012)	PUBMED:22792066	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 1A.	-	BIOGRID	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	Q9UJX3	Q69YV3|A0A024RBJ3|Q4KMX6	NP_001131136|NP_057322	-	-	-	-	-	-
683388	3077448	8697	1678001	114242	HHV5wtgp026	-	UL21A	CDC23	-	ANAPC8|APC8|CUT23	Affinity Capture-MS	physical	Fehr AR (2012)	PUBMED:22792066	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 1A.	-	BIOGRID	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	Q9UJX2	-	NP_004652	-	-	-	-	-	-
683389	3077448	996	1678001	107431	HHV5wtgp026	-	UL21A	CDC27	-	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	Affinity Capture-Western	physical	Fehr AR (2012)	PUBMED:22792066	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 1B.|figure 2.	-	BIOGRID	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	P30260	G5EA36|B4DL80	NP_001280018|NP_001107563|NP_001247|NP_001280020	-	-	-	-	-	-
683390	3077448	8697	1678001	114242	HHV5wtgp026	-	UL21A	CDC23	-	ANAPC8|APC8|CUT23	Affinity Capture-Western	physical	Fehr AR (2012)	PUBMED:22792066	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	figure 1B.|figure 2.	-	BIOGRID	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	Q9UJX2	-	NP_004652	-	-	-	-	-	-
683392	996	3077448	107431	1678001	-	HHV5wtgp026	CDC27	UL21A	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	-	Affinity Capture-Western	physical	Fehr AR (2012)	PUBMED:22792066	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	figure 1B.	-	BIOGRID	P30260	G5EA36|B4DL80	NP_001280018|NP_001107563|NP_001247|NP_001280020	Q7M6R1|F5HH39	A8T782|B9VXJ2	YP_081480	-	-	-	-	-	-
685374	23471	3077542	117032	1678095	-	HHV5wtgp135	TRAM1	US2	PNAS8|TRAM|TRAMP	-	Affinity Capture-Western	physical	Oresic K (2009)	PUBMED:19121997	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q15629	Q6FHL3	NP_055109|NP_001304733|NP_001304734	F5HE05	C8CFI0	YP_081589	-	-	-	-	-	-
685375	23471	3077490	117032	1678043	-	HHV5wtgp142	TRAM1	US11	PNAS8|TRAM|TRAMP	-	Affinity Capture-Western	physical	Oresic K (2009)	PUBMED:19121997	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q15629	Q6FHL3	NP_055109|NP_001304733|NP_001304734	Q6SVZ5	F5HH82	YP_081596	-	-	-	-	-	-
685376	3077542	23471	1678095	117032	HHV5wtgp135	-	US2	TRAM1	-	PNAS8|TRAM|TRAMP	Affinity Capture-Western	physical	Oresic K (2009)	PUBMED:19121997	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HE05	C8CFI0	YP_081589	Q15629	Q6FHL3	NP_055109|NP_001304733|NP_001304734	-	-	-	-	-	-
685377	3077490	23471	1678043	117032	HHV5wtgp142	-	US11	TRAM1	-	PNAS8|TRAM|TRAMP	Affinity Capture-Western	physical	Oresic K (2009)	PUBMED:19121997	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	Q6SVZ5	F5HH82	YP_081596	Q15629	Q6FHL3	NP_055109|NP_001304733|NP_001304734	-	-	-	-	-	-
697320	3077513	1616	1678066	107985	HHV5wtgp108	DADB-159G18.9	UL123	DAXX	-	BING2|DAP6|EAP1	Affinity Capture-Western	physical	Reeves M (2010)	PUBMED:20444888	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HCM1	D2K3S2	YP_081562	Q9UER7	Q53F85|A0A024RCS3|B4E1C1	NP_001135441|NP_001341|NP_001241646|NP_001135442	-	-	-	-	-	-
716267	1616	3077530	107985	1678083	DADB-159G18.9	HHV5wtgp076	DAXX	UL82	BING2|DAP6|EAP1	-	Affinity Capture-Western	physical	Cantrell SR (2005)	PUBMED:15919932	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q9UER7	Q53F85|A0A024RCS3|B4E1C1	NP_001135441|NP_001341|NP_001241646|NP_001135442	F5HBC6	C8BL26	YP_081530	-	-	-	-	-	-
716374	5371	3077513	111384	1678066	-	HHV5wtgp108	PML	UL123	MYL|PP8675|RNF71|TRIM19	-	Two-hybrid	physical	Ahn JH (1998)	PUBMED:9671498	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	P29590	-	NP_150250|NP_150253|NP_150252|NP_150247|NP_150241|NP_150242|NP_150243|NP_002666|NP_150249	F5HCM1	D2K3S2	YP_081562	-	-	-	-	-	-
716375	5925	3077563	111860	1678116	RP11-174I10.1	HHV5wtgp107	RB1	UL122	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	-	Two-hybrid	physical	Ahn JH (1998)	PUBMED:9671498	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	P06400	A0A024RDV3	NP_000312	Q6SW29	F5HE22	YP_081561	-	-	-	-	-	-
717452	3077471	373	1678024	106868	HHV5wtgp119	-	UL144	TRIM23	-	ARD1|ARFD1|RNF46	Affinity Capture-Western	physical	Poole E (2009)	PUBMED:19176615	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HAM0	Q9PWX6	YP_081573	P36406	-	NP_150231|NP_150230|NP_001647	-	-	-	-	-	-
717453	3077471	7189	1678024	113041	HHV5wtgp119	-	UL144	TRAF6	-	MGC:3310|RNF85	Affinity Capture-Western	physical	Poole E (2009)	PUBMED:19176615	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HAM0	Q9PWX6	YP_081573	Q9Y4K3	-	NP_004611|NP_665802	-	-	-	-	-	-
719485	1616	3077530	107985	1678083	DADB-159G18.9	HHV5wtgp076	DAXX	UL82	BING2|DAP6|EAP1	-	Affinity Capture-Western	physical	Ishov AM (2002)	PUBMED:12097584	9606	Homo sapiens	10359	Human Herpesvirus 5	Low Throughput	-	-	-	-	BIOGRID	Q9UER7	Q53F85|A0A024RCS3|B4E1C1	NP_001135441|NP_001341|NP_001241646|NP_001135442	F5HBC6	C8BL26	YP_081530	-	-	-	-	-	-
727477	3077429	9730	1677983	115079	HHV5wtgp040	-	UL35	VPRBP	-	DCAF1	Affinity Capture-MS	physical	Salsman J (2012)	PUBMED:22072767	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HE12	Q6RXI0	YP_081494	Q9Y4B6	-	NP_055518|NP_001165375	-	-	-	-	-	-
727478	3077429	1642	1677983	108009	HHV5wtgp040	-	UL35	DDB1	-	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-MS	physical	Salsman J (2012)	PUBMED:22072767	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HE12	Q6RXI0	YP_081494	Q16531	-	NP_001914	-	-	-	-	-	-
727479	3077429	79016	1677983	122485	HHV5wtgp040	-	UL35	DDA1	-	C19orf58|PCIA1	Affinity Capture-MS	physical	Salsman J (2012)	PUBMED:22072767	10359	Human Herpesvirus 5	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	F5HE12	Q6RXI0	YP_081494	Q9BW61	A0A024R7J7	NP_076955	-	-	-	-	-	-
